church,date,total_attendance,men,women,youth,children,salvations,baptisms,home_visits,meals_food_packs,preschool_attendance
Sibovini,2025-06-22,84,12,5,12,55,0,0,0,0,0
Sibovini,2025-06-29,42,4,9,6,23,0,0,0,0,0
Sibovini,2025-07-06,12,4,2,3,3,0,0,0,0,0
Sibovini,2025-07-13,47,3,11,10,23,0,0,0,0,0
Sibovini,2025-07-20,60,3,13,8,36,0,0,0,0,0
Sibovini,2025-07-27,59,4,15,10,30,0,0,0,0,0
Sibovini,2025-08-03,70,4,11,9,46,0,0,0,0,0
Sibovini,2025-08-10,72,5,11,15,41,0,0,0,0,0
Sibovini,2025-08-18,44,1,10,11,22,0,0,0,0,0
Sibovini,2025-08-24,67,3,12,11,41,0,0,0,0,0
Sibovini,2025-08-31,68,3,12,12,41,0,0,0,0,0
Sibovini,2025-09-07,73,4,10,15,44,0,0,0,0,0
Sibovini,2025-09-14,109,4,16,14,75,0,0,0,0,0
Sibovini,2025-09-21,88,4,17,10,57,0,0,0,0,0
Sibovini,2025-09-28,98,3,22,16,57,0,0,0,0,0
Sibovini,2025-10-05,89,5,10,13,61,0,0,0,0,0
Sibovini,2025-10-12,89,5,20,14,50,0,0,0,0,0
Sibovini,2025-10-19,94,4,16,17,57,0,0,0,0,0
Sibovini,2025-10-26,96,3,20,13,60,0,0,0,0,0
Sibovini,2025-11-02,66,4,10,12,40,0,0,0,0,0
Sibovini,2025-11-09,84,5,13,10,56,0,0,0,0,0
Sibovini,2025-11-16,65,3,12,10,40,0,0,0,0,0
Sibovini,2025-11-23,82,5,19,21,37,0,0,0,0,0
Sibovini,2025-11-30,60,3,13,13,31,0,0,0,0,0
Sibovini,2025-12-07,80,3,17,17,43,0,0,0,0,0
Sibovini,2025-12-14,37,3,6,10,18,0,0,0,0,0
Sibovini,2025-12-21,67,4,11,14,38,0,0,0,0,0
Sibovini,2025-12-28,61,4,11,11,35,0,0,0,0,0
Sibovini,2026-01-04,55,2,11,14,28,0,0,4,0,0
Sibovini,2026-01-11,51,4,8,9,30,0,0,0,0,0
Sibovini,2026-01-18,55,3,8,8,36,0,0,0,0,0
Sibovini,2026-01-25,59,7,11,13,28,0,0,0,0,0
Sibovini,2026-02-01,56,4,11,11,30,0,0,0,0,0
Sibovini,2026-02-08,49,4,8,11,26,0,0,0,0,0
Sibovini,2026-02-15,47,5,12,10,20,0,0,0,0,0
Sibovini,2026-02-22,33,4,10,9,10,0,0,0,0,0
Sibovini,2026-03-01,47,4,13,10,20,0,0,0,0,0
Sibovini,2026-03-08,55,4,12,14,25,0,0,0,0,0
Sibovini,2026-03-15,25,2,8,5,10,0,0,0,0,0
Sibovini,2026-03-22,55,3,17,15,20,0,0,0,0,0
Sibovini,2026-03-29,43,3,15,10,15,0,0,0,0,0
Sibovini,2026-04-05,64,29,7,10,18,0,0,0,0,0
Sibovini,2026-04-12,40,5,15,8,12,0,0,0,0,0
Sibovini,2026-04-19,50,4,16,10,20,0,0,0,0,0
Sibovini,2026-04-26,45,5,18,12,10,0,0,0,0,0
Sibovini,2026-05-03,46,5,16,15,10,0,0,0,0,0
Sibovini,2026-05-10,56,7,7,16,26,0,0,0,0,0
Sibovini,2026-05-17,66,6,10,19,31,0,0,0,0,0
Sibovini,2026-05-24,78,5,12,20,41,0,0,0,0,0
Sigangeni,2022-01-01,46,7,9,10,20,0,0,0,0,0
Sigangeni,2022-01-08,59,7,9,7,36,0,0,0,0,0
Sigangeni,2022-01-15,33,4,7,5,17,0,0,0,0,0
Sigangeni,2022-01-22,40,6,10,5,19,0,0,0,0,0
Sigangeni,2022-01-29,40,4,7,6,23,0,0,0,0,0
Sigangeni,2022-02-05,42,5,4,5,28,0,0,0,0,0
Sigangeni,2022-02-12,32,5,5,9,13,0,0,0,0,0
Sigangeni,2022-02-26,31,4,5,7,15,0,0,0,0,0
Sigangeni,2022-03-05,23,6,4,5,8,0,0,2,0,0
Sigangeni,2022-03-12,38,6,7,10,15,0,0,4,0,0
Sigangeni,2022-03-19,48,9,7,6,26,0,0,4,0,0
Sigangeni,2022-03-26,35,6,6,7,16,3,0,5,0,0
Sigangeni,2022-04-02,38,7,6,10,15,0,0,9,0,0
Sigangeni,2022-04-09,23,6,5,1,11,0,0,3,0,0
Sigangeni,2022-04-16,29,5,5,8,11,0,0,4,0,0
Sigangeni,2022-04-23,29,5,5,8,11,0,0,4,0,0
Sigangeni,2022-04-30,20,5,4,3,8,0,0,0,0,0
Sigangeni,2022-07-02,48,7,5,12,24,0,0,3,0,0
Sigangeni,2022-07-09,63,7,8,14,34,0,0,2,0,0
Sigangeni,2022-07-16,50,7,5,8,30,0,0,3,0,0
Sigangeni,2022-07-23,66,8,7,13,38,3,0,2,0,0
Sigangeni,2022-07-30,62,7,9,10,36,0,0,2,0,0
Sigangeni,2022-08-06,50,7,5,8,30,0,0,3,0,0
Sigangeni,2022-08-07,48,5,9,15,19,0,0,5,20,0
Sigangeni,2022-08-13,66,8,7,13,38,3,0,2,0,0
Sigangeni,2022-08-14,55,7,9,12,27,0,0,0,0,0
Sigangeni,2022-08-20,58,5,8,9,36,1,0,4,0,0
Sigangeni,2022-08-21,51,7,9,9,26,7,0,2,0,0
Sigangeni,2022-08-27,50,6,6,7,31,0,0,4,0,0
Sigangeni,2022-08-28,57,8,12,10,27,0,0,9,0,0
Sigangeni,2022-09-04,46,6,7,15,18,0,0,0,0,0
Sigangeni,2022-09-11,52,6,9,11,26,0,0,0,0,0
Sigangeni,2022-09-18,70,8,16,14,32,0,0,0,0,0
Sigangeni,2022-10-02,42,6,8,10,18,0,0,6,0,0
Sigangeni,2022-10-09,70,10,10,15,35,0,0,0,0,0
Sigangeni,2022-10-16,68,9,14,12,33,0,0,2,0,0
Sigangeni,2022-10-23,42,7,10,10,15,0,0,0,0,0
Sigangeni,2022-10-30,62,8,9,11,34,0,0,0,0,0
Sigangeni,2022-11-06,63,9,13,12,29,0,0,0,0,0
Sigangeni,2022-11-13,34,6,10,6,12,0,0,0,0,0
Sigangeni,2022-11-20,51,5,10,6,30,0,0,0,0,0
Sigangeni,2022-11-27,41,6,8,5,22,0,0,4,0,0
Sigangeni,2022-12-04,54,7,11,8,28,0,0,0,0,0
Sigangeni,2022-12-11,71,7,10,9,45,0,0,0,0,0
Sigangeni,2022-12-18,45,9,11,6,19,0,0,0,0,0
Sigangeni,2022-12-25,74,11,17,17,29,0,0,0,0,0
Sigangeni,2023-01-01,46,7,9,10,20,0,0,0,0,0
Sigangeni,2023-01-08,59,7,9,7,36,0,0,0,0,0
Sigangeni,2023-01-15,33,4,7,5,17,0,0,0,0,0
Sigangeni,2023-01-22,40,6,10,5,19,0,0,0,0,0
Sigangeni,2023-01-29,40,4,7,6,23,0,0,0,0,0
Sigangeni,2023-02-05,42,5,4,5,28,0,0,0,0,0
Sigangeni,2023-02-12,32,5,5,9,13,0,0,0,0,0
Sigangeni,2023-02-26,31,4,5,7,15,0,0,0,0,0
Sigangeni,2023-03-05,23,6,4,5,8,0,0,2,0,0
Sigangeni,2023-03-12,38,6,7,10,15,0,0,4,0,0
Sigangeni,2023-03-19,48,9,7,6,26,0,0,4,0,0
Sigangeni,2023-03-26,35,6,6,7,16,3,0,5,0,0
Sigangeni,2023-04-02,38,7,6,10,15,0,0,9,0,0
Sigangeni,2023-04-09,23,6,5,1,11,0,0,3,0,0
Sigangeni,2023-04-16,29,5,5,8,11,0,0,4,0,0
Sigangeni,2023-04-23,29,5,5,8,11,0,0,4,0,0
Sigangeni,2023-04-30,20,5,4,3,8,0,0,0,0,0
Sigangeni,2023-05-07,33,6,7,5,15,0,0,0,0,0
Sigangeni,2023-05-14,43,8,4,7,24,0,0,3,0,0
Sigangeni,2023-05-21,45,5,5,10,25,0,0,6,0,0
Sigangeni,2023-05-28,61,7,8,14,32,0,0,5,0,0
Sigangeni,2023-06-04,39,7,3,11,18,0,0,1,0,0
Sigangeni,2023-06-11,47,4,7,10,26,0,0,6,0,0
Sigangeni,2023-06-18,54,6,5,10,33,0,0,6,0,0
Sigangeni,2023-06-25,51,5,8,11,27,0,0,4,0,0
Sigangeni,2023-07-02,48,7,5,12,24,0,0,3,0,0
Sigangeni,2023-07-09,63,7,8,14,34,0,0,2,0,0
Sigangeni,2023-07-16,60,5,10,11,34,0,0,2,0,0
Sigangeni,2023-07-23,62,4,10,16,32,0,0,3,0,0
Sigangeni,2023-07-30,62,7,9,10,36,0,0,2,0,0
Sigangeni,2023-08-06,50,7,5,8,30,0,0,3,0,0
Sigangeni,2023-08-13,66,8,7,13,38,3,0,2,0,0
Sigangeni,2023-08-20,58,5,8,9,36,1,0,4,0,0
Sigangeni,2023-08-27,59,6,8,9,36,1,0,4,0,0
Sigangeni,2023-09-03,49,7,7,8,27,0,0,3,0,0
Sigangeni,2023-09-10,62,8,7,9,38,0,0,4,0,0
Sigangeni,2023-09-17,53,5,9,6,33,0,0,4,0,0
Sigangeni,2023-10-01,35,6,6,7,16,0,0,3,0,0
Sigangeni,2023-10-08,55,7,8,7,33,0,0,2,0,0
Sigangeni,2023-10-15,42,5,11,4,22,0,0,6,0,0
Sigangeni,2023-10-22,26,5,5,5,11,0,0,6,0,0
Sigangeni,2023-11-12,32,8,6,7,11,0,0,0,0,0
Sigangeni,2023-11-19,33,5,4,5,19,0,0,3,0,0
Sigangeni,2023-11-26,37,10,6,5,16,0,0,8,0,0
Sigangeni,2023-12-03,44,5,5,7,27,0,0,7,0,0
Sigangeni,2023-12-10,51,7,8,7,29,0,0,6,0,0
Sigangeni,2023-12-17,59,7,7,8,37,0,0,6,0,0
Sigangeni,2023-12-24,26,8,3,6,9,0,0,4,0,0
Sigangeni,2023-12-31,41,6,5,9,21,0,0,0,0,0
Sigangeni,2024-01-07,43,5,6,9,23,0,0,3,0,0
Sigangeni,2024-01-14,40,8,4,12,16,0,0,8,0,0
Sigangeni,2024-01-21,52,11,8,6,27,0,0,3,0,0
Sigangeni,2024-01-28,48,7,5,11,25,0,0,3,0,0
Sigangeni,2024-02-02,63,7,5,13,38,0,0,13,0,0
Sigangeni,2024-02-04,46,8,5,11,22,0,0,5,0,0
Sigangeni,2024-02-09,61,6,5,9,41,0,0,3,0,0
Sigangeni,2024-02-11,28,7,5,9,7,0,0,3,0,0
Sigangeni,2024-02-16,51,8,4,10,29,0,0,5,0,0
Sigangeni,2024-02-18,47,6,8,10,23,0,0,0,0,0
Sigangeni,2024-02-25,46,8,4,8,26,0,0,3,0,0
Sigangeni,2024-03-03,43,7,4,9,23,0,0,0,0,0
Sigangeni,2024-03-10,45,9,6,11,19,0,0,6,0,0
Sigangeni,2024-03-17,45,7,5,11,22,0,0,3,0,0
Sigangeni,2024-03-24,23,5,4,8,6,0,0,4,0,0
Sigangeni,2024-03-31,59,9,11,17,22,0,0,8,0,0
Sigangeni,2024-04-07,11,5,1,4,1,0,0,4,0,0
Sigangeni,2024-04-14,45,7,4,11,23,0,0,5,0,0
Sigangeni,2024-04-21,53,7,8,14,24,0,0,3,0,0
Sigangeni,2024-05-05,34,8,2,8,16,0,0,2,0,0
Sigangeni,2024-05-12,94,6,9,16,63,0,0,3,0,0
Sigangeni,2024-05-19,48,8,7,16,17,0,0,4,0,0
Sigangeni,2024-05-26,67,11,9,19,28,0,0,3,0,0
Sigangeni,2024-06-02,69,9,7,17,36,0,0,4,0,0
Sigangeni,2024-06-09,41,6,5,11,19,0,0,8,0,0
Sigangeni,2024-06-16,46,8,6,12,20,0,0,6,0,0
Sigangeni,2024-06-23,46,8,6,12,20,0,0,6,0,0
Sigangeni,2024-06-30,66,9,7,19,31,0,0,8,0,0
Sigangeni,2024-07-07,46,7,6,9,24,0,0,7,0,0
Sigangeni,2024-07-14,51,7,5,13,26,0,0,3,0,0
Sigangeni,2024-07-21,60,9,7,17,27,0,0,7,0,0
Sigangeni,2024-07-28,75,7,8,18,42,0,0,6,0,0
Sigangeni,2024-08-04,52,6,5,9,32,0,0,5,0,0
Sigangeni,2024-08-11,48,7,5,13,23,0,0,7,0,0
Sigangeni,2024-08-18,60,7,9,17,27,0,0,8,0,0
Sigangeni,2024-08-25,74,7,5,14,48,0,0,3,0,0
Sigangeni,2024-09-01,48,8,4,13,23,0,0,3,0,0
Sigangeni,2024-09-08,38,6,4,11,17,0,0,5,0,0
Sigangeni,2024-09-22,30,7,4,7,12,0,0,0,0,0
Sigangeni,2024-09-29,63,7,5,14,37,0,0,0,0,0
Sigangeni,2024-10-06,74,9,5,11,49,0,0,3,0,0
Sigangeni,2024-10-13,95,9,11,22,53,0,0,7,0,0
Sigangeni,2024-10-20,89,8,5,14,62,0,0,5,0,0
Sigangeni,2024-10-27,66,6,4,13,43,0,0,7,0,0
Sigangeni,2024-11-03,92,7,5,13,67,0,0,11,0,0
Sigangeni,2024-11-10,81,6,5,13,57,0,0,13,0,0
Sigangeni,2024-11-17,96,7,6,16,67,0,0,9,0,0
Sigangeni,2024-11-24,79,6,8,13,52,0,0,9,0,0
Sigangeni,2024-12-01,89,6,9,17,57,0,0,9,0,0
Sigangeni,2024-12-08,60,7,5,16,32,0,0,8,0,0
Sigangeni,2024-12-15,80,7,6,19,48,0,0,7,0,0
Sigangeni,2024-12-22,113,7,8,21,77,0,0,6,0,0
Sigangeni,2024-12-29,71,7,6,23,35,0,0,8,0,0
Sigangeni,2025-01-05,60,9,4,13,34,0,0,6,0,0
Sigangeni,2025-01-12,43,6,4,8,25,0,0,11,0,0
Sigangeni,2025-01-19,57,9,6,13,29,0,0,11,0,0
Sigangeni,2025-01-26,62,9,5,9,39,0,0,3,0,0
Sigangeni,2025-02-02,63,7,5,13,38,0,0,13,0,0
Sigangeni,2025-02-09,61,6,5,9,41,0,0,3,0,0
Sigangeni,2025-02-16,51,8,4,10,29,0,0,5,0,0
Sigangeni,2025-02-23,50,6,4,12,28,0,0,3,0,0
Sigangeni,2025-03-09,64,9,4,12,39,0,0,3,0,0
Sigangeni,2025-03-16,32,7,2,6,17,0,0,4,0,0
Sigangeni,2025-03-23,71,9,6,9,47,0,0,3,0,0
Sigangeni,2025-03-30,52,9,3,7,33,0,0,8,0,0
Sigangeni,2025-04-06,63,7,5,13,38,0,0,6,0,0
Sigangeni,2025-04-13,85,8,5,9,63,0,0,7,0,0
Sigangeni,2025-04-20,84,7,11,19,47,0,0,6,0,0
Sigangeni,2025-04-27,55,5,8,8,34,0,0,4,0,0
Sigangeni,2025-05-04,56,7,14,11,24,0,0,6,0,0
Sigangeni,2025-05-11,67,9,6,9,43,0,0,4,0,0
Sigangeni,2025-05-18,57,8,9,8,32,0,0,4,0,0
Sigangeni,2025-05-25,66,7,7,9,43,0,0,5,0,0
Sigangeni,2025-06-01,66,5,5,8,48,0,0,3,0,0
Sigangeni,2025-06-08,69,5,3,8,53,0,0,9,0,0
Sigangeni,2025-06-15,37,5,3,6,23,0,0,8,0,0
Sigangeni,2025-06-22,41,7,3,5,26,0,0,3,0,0
Sigangeni,2025-06-29,39,7,5,4,23,0,0,6,0,0
Sigangeni,2025-07-06,43,8,5,4,26,0,0,3,0,0
Sigangeni,2025-07-13,54,7,5,9,33,0,0,7,0,0
Sigangeni,2025-07-20,30,7,4,6,13,0,0,7,0,0
Sigangeni,2025-07-27,38,9,4,6,19,0,0,0,0,0
Sigangeni,2025-08-03,43,7,5,8,23,0,0,4,0,0
Sigangeni,2025-08-10,30,4,5,10,11,0,0,5,0,0
Sigangeni,2025-08-18,38,5,3,7,23,0,0,4,0,0
Sigangeni,2025-08-24,55,9,4,9,33,0,0,8,0,0
Sigangeni,2025-08-31,48,5,5,11,27,0,0,2,0,0
Sigangeni,2025-09-07,32,7,4,7,14,0,0,0,0,0
Sigangeni,2025-09-14,47,9,9,12,17,0,0,6,0,0
Sigangeni,2025-09-21,70,5,11,12,42,0,0,5,0,0
Sigangeni,2025-09-28,49,8,5,3,33,0,0,0,0,0
Sigangeni,2025-10-05,32,6,4,5,17,0,0,3,0,0
Sigangeni,2025-10-12,42,8,9,4,21,0,0,5,0,0
Sigangeni,2025-10-19,56,7,6,9,34,0,0,7,0,0
Sigangeni,2025-10-26,55,8,9,7,31,0,0,9,0,0
Sigangeni,2025-11-02,36,2,5,7,22,0,0,3,0,0
Sigangeni,2025-11-09,45,8,11,7,19,0,0,2,0,0
Sigangeni,2025-11-16,6,3,3,0,0,0,0,6,0,0
Sigangeni,2025-11-23,51,8,6,5,32,0,0,8,0,0
Sigangeni,2025-12-14,11,5,3,3,0,0,0,4,0,0
Sigangeni,2025-12-21,28,4,8,7,9,0,0,3,0,0
Sigangeni,2025-12-28,53,7,9,5,32,0,0,4,0,0
Sigangeni,2026-01-04,56,8,10,5,33,0,0,5,0,0
Sigangeni,2026-01-11,18,3,4,5,6,0,0,7,0,0
Sigangeni,2026-01-18,35,7,6,5,17,0,0,2,0,0
Sigangeni,2026-01-25,71,3,12,9,47,0,0,2,0,0
Sigangeni,2026-02-01,78,2,7,5,64,0,0,2,96,0
Sigangeni,2026-02-15,12,7,2,3,0,0,0,7,0,0
Sigangeni,2026-02-22,23,6,3,7,7,0,0,7,0,0
Sigangeni,2026-03-01,24,8,5,4,7,0,0,3,0,0
Sigangeni,2026-03-15,29,5,9,7,8,0,0,4,0,0
Sigangeni,2026-03-22,21,5,3,6,7,0,0,3,0,0
Sigangeni,2026-03-29,26,7,2,4,13,0,0,4,0,0
Sigangeni,2026-04-05,28,3,5,11,9,0,0,7,0,0
Sigangeni,2026-04-12,31,6,5,8,12,0,0,3,0,0
Sigangeni,2026-04-19,27,4,3,8,12,0,0,6,0,0
Sigangeni,2026-04-26,33,5,7,12,9,0,0,2,0,0
Sigangeni,2026-05-03,21,4,3,7,7,0,0,5,0,0
Sigangeni,2026-05-10,43,6,4,9,24,0,0,7,0,0
Sigangeni,2026-05-17,33,7,3,9,14,0,0,0,0,0
Sigangeni,2026-05-24,38,6,5,11,16,0,0,3,0,0
Sigcaweni,2021-11-07,43,5,5,11,22,0,0,3,0,0
Sigcaweni,2021-11-14,43,5,5,14,19,15,0,0,0,0
Sigcaweni,2021-11-21,43,4,6,10,23,9,0,2,0,0
Sigcaweni,2021-11-28,51,5,5,13,28,0,0,0,0,0
Sigcaweni,2021-12-05,51,5,5,13,28,0,0,0,0,0
Sigcaweni,2021-12-12,52,6,5,11,30,7,0,4,0,0
Sigcaweni,2021-12-19,48,4,6,11,27,3,0,0,0,0
Sigcaweni,2021-12-26,39,3,5,10,21,5,0,0,0,0
Sigcaweni,2022-01-01,61,4,11,15,31,0,0,0,0,0
Sigcaweni,2022-01-02,43,5,7,8,23,0,0,8,0,0
Sigcaweni,2022-01-08,67,7,10,15,35,2,0,10,0,0
Sigcaweni,2022-01-09,52,7,7,11,27,10,0,5,0,0
Sigcaweni,2022-01-15,90,9,10,29,42,8,0,7,0,0
Sigcaweni,2022-01-16,48,7,7,12,22,12,0,50,0,0
Sigcaweni,2022-01-22,80,8,9,22,41,6,6,7,15,0
Sigcaweni,2022-01-23,53,7,8,10,28,18,0,21,0,0
Sigcaweni,2022-01-29,81,7,7,27,40,0,0,6,0,0
Sigcaweni,2022-01-30,56,7,7,13,29,0,0,0,0,0
Sigcaweni,2022-02-05,84,7,8,34,35,0,6,0,0,52
Sigcaweni,2022-02-06,71,8,8,15,40,2,0,8,0,0
Sigcaweni,2022-02-12,82,7,10,29,36,0,0,0,0,52
Sigcaweni,2022-02-13,57,9,13,7,28,0,0,0,0,0
Sigcaweni,2022-02-20,66,10,11,13,32,2,0,4,0,0
Sigcaweni,2022-02-26,84,7,9,31,37,0,0,5,0,45
Sigcaweni,2022-02-27,58,7,8,15,28,0,0,3,0,0
Sigcaweni,2022-03-05,79,6,8,28,37,0,0,6,0,45
Sigcaweni,2022-03-06,66,9,8,19,30,0,0,4,0,45
Sigcaweni,2022-03-12,85,7,7,28,43,2,0,6,0,45
Sigcaweni,2022-03-13,59,7,8,13,31,10,0,5,0,59
Sigcaweni,2022-03-19,97,8,9,28,52,0,0,9,0,45
Sigcaweni,2022-03-20,66,7,7,17,35,10,0,7,0,59
Sigcaweni,2022-03-26,91,7,9,26,49,0,0,7,0,45
Sigcaweni,2022-03-27,57,7,7,15,28,0,0,5,0,59
Sigcaweni,2022-04-02,90,7,8,28,47,0,0,3,0,45
Sigcaweni,2022-04-03,59,7,7,15,30,20,0,6,0,0
Sigcaweni,2022-04-09,108,7,10,35,56,5,0,2,0,45
Sigcaweni,2022-04-10,60,7,7,16,30,0,0,9,0,0
Sigcaweni,2022-04-16,97,6,10,24,57,0,0,2,0,0
Sigcaweni,2022-04-17,84,9,10,18,47,19,0,3,0,0
Sigcaweni,2022-04-23,103,6,9,28,60,0,0,4,0,0
Sigcaweni,2022-04-24,60,7,8,15,30,0,9,0,0,0
Sigcaweni,2022-04-30,100,7,8,30,55,0,0,4,0,0
Sigcaweni,2022-05-01,60,7,8,15,30,0,0,8,0,0
Sigcaweni,2022-05-08,62,7,7,13,35,0,0,15,0,0
Sigcaweni,2022-05-15,67,8,8,16,35,10,0,3,0,0
Sigcaweni,2022-05-22,75,7,8,15,45,0,0,5,0,0
Sigcaweni,2022-05-29,69,7,7,15,40,0,0,3,0,0
Sigcaweni,2022-06-05,64,7,7,15,35,0,0,15,0,0
Sigcaweni,2022-06-12,65,7,7,15,36,0,0,3,0,0
Sigcaweni,2022-06-19,69,7,8,16,38,10,0,3,0,0
Sigcaweni,2022-06-26,69,7,8,17,37,7,0,0,0,0
Sigcaweni,2022-07-02,104,7,8,26,63,0,0,0,0,48
Sigcaweni,2022-07-03,72,7,7,17,41,9,0,4,0,0
Sigcaweni,2022-07-09,101,6,11,24,60,0,0,4,0,0
Sigcaweni,2022-07-10,66,7,7,15,37,0,0,3,0,0
Sigcaweni,2022-07-16,115,6,9,32,68,13,0,2,0,50
Sigcaweni,2022-07-17,73,7,8,16,42,0,0,3,0,0
Sigcaweni,2022-07-23,117,8,10,30,69,0,0,7,0,50
Sigcaweni,2022-07-24,65,7,8,15,35,0,0,3,0,0
Sigcaweni,2022-07-30,92,5,11,26,50,0,0,5,0,50
Sigcaweni,2022-07-31,75,7,11,14,43,0,0,10,0,0
Sigcaweni,2022-08-06,100,6,8,31,55,0,0,2,0,50
Sigcaweni,2022-08-07,72,7,9,15,41,15,0,6,0,0
Sigcaweni,2022-08-13,104,6,7,34,57,0,0,5,0,0
Sigcaweni,2022-08-14,79,7,9,14,49,0,0,5,0,0
Sigcaweni,2022-08-20,75,4,8,21,42,0,0,7,0,0
Sigcaweni,2022-08-21,70,7,7,12,44,0,0,9,0,60
Sigcaweni,2022-08-27,100,7,7,32,54,0,0,6,0,0
Sigcaweni,2022-08-28,71,7,7,14,43,15,0,5,0,0
Sigcaweni,2022-09-04,74,7,8,15,44,13,0,3,0,0
Sigcaweni,2022-09-11,73,8,9,13,43,0,0,16,0,0
Sigcaweni,2022-09-18,78,8,12,11,47,0,0,12,0,60
Sigcaweni,2022-09-25,80,8,9,15,48,0,0,5,360,68
Sigcaweni,2022-10-02,82,7,10,12,53,0,0,3,0,68
Sigcaweni,2022-10-09,77,8,9,13,47,10,0,5,0,68
Sigcaweni,2022-10-16,96,8,14,19,55,0,0,5,0,68
Sigcaweni,2022-10-23,93,7,9,18,59,20,0,10,0,68
Sigcaweni,2022-10-30,97,7,9,18,63,25,0,4,0,66
Sigcaweni,2022-11-06,102,7,13,20,62,15,0,10,288,68
Sigcaweni,2022-11-13,100,8,9,25,58,5,0,12,0,65
Sigcaweni,2022-11-20,92,6,10,18,58,7,0,5,0,65
Sigcaweni,2022-11-27,82,7,8,15,52,2,0,5,0,60
Sigcaweni,2022-12-04,101,8,11,18,64,7,0,5,0,59
Sigcaweni,2022-12-11,86,7,12,15,52,86,0,3,0,0
Sigcaweni,2022-12-18,85,6,10,17,52,0,0,8,0,0
Sigcaweni,2022-12-25,116,8,21,27,60,0,0,11,0,0
Sigcaweni,2023-01-01,61,4,11,15,31,0,0,0,0,0
Sigcaweni,2023-01-08,67,7,10,15,35,2,0,10,0,0
Sigcaweni,2023-01-15,90,9,10,29,42,8,0,7,0,0
Sigcaweni,2023-01-22,80,8,9,22,41,6,6,7,15,0
Sigcaweni,2023-01-29,81,7,7,27,40,0,0,6,0,0
Sigcaweni,2023-02-05,84,7,8,34,35,0,6,0,0,52
Sigcaweni,2023-02-12,82,7,10,29,36,0,0,0,0,52
Sigcaweni,2023-02-26,84,7,9,31,37,0,0,5,0,45
Sigcaweni,2023-03-05,79,6,8,28,37,0,0,6,0,45
Sigcaweni,2023-03-12,85,7,7,28,43,2,0,6,0,45
Sigcaweni,2023-03-19,97,8,9,28,52,0,0,9,0,45
Sigcaweni,2023-03-26,91,7,9,26,49,0,0,7,0,45
Sigcaweni,2023-04-02,90,7,8,28,47,0,0,3,0,45
Sigcaweni,2023-04-09,108,7,10,35,56,5,0,2,0,45
Sigcaweni,2023-04-16,97,6,10,24,57,0,0,2,0,0
Sigcaweni,2023-04-23,103,6,9,28,60,0,0,4,0,0
Sigcaweni,2023-04-30,100,7,8,30,55,0,0,4,0,0
Sigcaweni,2023-05-07,107,6,8,30,63,0,0,11,0,18
Sigcaweni,2023-05-14,94,6,8,23,57,0,0,16,0,47
Sigcaweni,2023-05-21,103,6,7,25,65,0,0,0,0,46
Sigcaweni,2023-05-28,106,6,11,24,65,0,0,6,0,46
Sigcaweni,2023-06-04,88,6,6,29,47,0,0,2,0,47
Sigcaweni,2023-06-11,112,6,7,33,66,0,0,2,0,47
Sigcaweni,2023-06-18,90,6,9,18,57,0,0,0,0,47
Sigcaweni,2023-06-25,101,6,7,28,60,0,0,10,0,48
Sigcaweni,2023-07-02,104,7,8,26,63,0,0,0,0,48
Sigcaweni,2023-07-09,101,6,11,24,60,0,0,4,0,0
Sigcaweni,2023-07-16,115,6,9,32,68,13,0,2,0,50
Sigcaweni,2023-07-23,117,8,10,30,69,0,0,7,0,50
Sigcaweni,2023-07-30,92,5,11,26,50,0,0,5,0,50
Sigcaweni,2023-08-06,100,6,8,31,55,0,0,2,0,50
Sigcaweni,2023-08-13,104,6,7,34,57,0,0,5,0,0
Sigcaweni,2023-08-20,75,4,8,21,42,0,0,7,0,0
Sigcaweni,2023-08-27,100,7,7,32,54,0,0,6,0,0
Sigcaweni,2023-09-03,83,5,6,21,51,0,0,14,0,0
Sigcaweni,2023-09-10,114,9,14,26,65,0,0,6,0,0
Sigcaweni,2023-09-17,69,7,9,18,35,0,0,16,0,0
Sigcaweni,2023-09-24,72,8,9,18,37,0,0,7,0,50
Sigcaweni,2023-10-01,77,5,7,16,49,0,0,3,0,50
Sigcaweni,2023-10-08,87,9,8,25,45,0,0,0,0,49
Sigcaweni,2023-10-15,90,7,14,21,48,0,0,5,0,49
Sigcaweni,2023-10-22,86,7,10,19,50,0,0,7,0,43
Sigcaweni,2023-10-29,55,4,8,20,23,0,0,7,0,48
Sigcaweni,2023-11-05,108,8,12,28,60,0,0,8,0,50
Sigcaweni,2023-11-12,92,7,8,20,57,0,0,10,0,48
Sigcaweni,2023-11-19,88,6,9,18,55,0,0,9,0,48
Sigcaweni,2023-12-03,92,7,7,23,55,0,0,12,0,45
Sigcaweni,2023-12-10,58,5,6,12,35,0,0,7,0,0
Sigcaweni,2023-12-17,79,5,9,20,45,0,0,9,0,0
Sigcaweni,2023-12-24,36,6,8,22,0,40,0,8,0,0
Sigcaweni,2023-12-31,73,6,8,2,57,0,0,10,0,0
Sigcaweni,2024-01-07,111,8,9,25,69,0,0,7,0,0
Sigcaweni,2024-01-14,114,5,8,26,75,0,0,6,0,0
Sigcaweni,2024-01-21,114,5,9,32,68,0,0,4,0,0
Sigcaweni,2024-01-28,90,5,7,20,58,0,0,6,0,0
Sigcaweni,2024-02-02,127,4,17,42,64,0,0,5,0,0
