church,date,total_attendance,men,women,youth,children,salvations,baptisms,home_visits,meals_food_packs,preschool_attendance
Lushikishini,2026-05-03,57,1,16,8,32,0,0,2,0,0
Lushikishini,2026-05-10,61,3,14,8,36,0,0,0,0,0
Lushikishini,2026-05-24,67,3,19,7,38,22,0,0,252,0
Mabhukwini,2024-02-02,47,2,13,6,26,0,0,0,0,0
Mabhukwini,2024-02-09,59,2,16,9,32,0,0,0,0,0
Mabhukwini,2024-02-16,30,3,8,4,15,0,0,0,0,0
Mabhukwini,2024-08-04,7,1,3,3,0,0,0,2,0,0
Mabhukwini,2024-08-11,15,2,4,3,6,0,0,0,0,0
Mabhukwini,2024-08-18,20,2,5,5,8,0,0,0,0,0
Mabhukwini,2024-08-25,31,2,8,5,16,0,0,0,0,0
Mabhukwini,2024-09-01,26,2,9,6,9,0,0,0,0,0
Mabhukwini,2024-09-08,9,1,0,8,0,0,0,0,0,0
Mabhukwini,2024-09-15,33,2,7,9,15,0,0,0,0,0
Mabhukwini,2024-09-22,38,3,8,4,23,0,0,0,0,0
Mabhukwini,2024-09-29,70,2,7,14,47,0,0,0,0,0
Mabhukwini,2024-10-06,73,3,17,16,37,0,0,0,0,0
Mabhukwini,2024-10-13,58,3,16,7,32,0,0,0,0,0
Mabhukwini,2024-10-20,62,3,13,9,37,0,0,0,0,0
Mabhukwini,2024-10-27,100,5,22,13,60,0,0,0,0,0
Mabhukwini,2024-11-03,71,4,15,12,40,0,0,0,0,0
Mabhukwini,2024-11-10,31,2,10,5,14,0,0,0,0,0
Mabhukwini,2024-11-17,62,4,16,12,30,0,0,0,0,0
Mabhukwini,2024-11-24,54,2,13,7,32,0,0,0,0,0
Mabhukwini,2024-12-01,58,5,11,12,30,0,0,0,0,0
Mabhukwini,2024-12-08,54,2,11,13,28,0,0,0,0,0
Mabhukwini,2024-12-15,45,2,12,11,20,0,0,0,0,0
Mabhukwini,2024-12-29,60,3,13,13,31,0,0,0,0,0
Mabhukwini,2025-01-05,14,1,4,4,5,0,0,0,0,0
Mabhukwini,2025-01-12,38,2,11,7,18,0,0,0,0,0
Mabhukwini,2025-01-19,46,3,13,7,23,0,0,0,0,0
Mabhukwini,2025-01-26,46,3,13,7,23,0,0,0,0,0
Mabhukwini,2025-02-02,47,2,13,6,26,0,0,0,0,0
Mabhukwini,2025-02-09,59,2,16,9,32,0,0,0,0,0
Mabhukwini,2025-02-16,30,3,8,4,15,0,0,0,0,0
Mabhukwini,2025-02-23,34,3,7,7,17,0,0,0,0,0
Mabhukwini,2025-03-02,53,3,12,7,31,0,0,0,0,0
Mabhukwini,2025-03-09,51,1,6,7,37,0,0,0,0,0
Mabhukwini,2025-03-16,56,3,8,5,40,0,0,0,0,0
Mabhukwini,2025-03-23,117,2,12,10,93,0,0,0,0,0
Mabhukwini,2025-03-30,54,2,7,8,37,0,0,0,0,0
Mabhukwini,2025-04-06,48,3,8,3,34,0,0,0,0,0
Mabhukwini,2025-04-13,78,1,12,13,52,0,0,0,0,0
Mabhukwini,2025-04-20,49,2,13,16,18,0,0,0,0,0
Mabhukwini,2025-04-27,43,2,9,7,25,0,0,0,0,0
Mabhukwini,2025-05-04,48,3,10,5,30,0,0,0,0,0
Mabhukwini,2025-05-11,61,2,5,8,46,0,0,2,0,0
Mabhukwini,2025-05-18,59,2,11,9,37,0,0,0,0,0
Mabhukwini,2025-05-25,64,2,10,5,47,0,0,0,0,0
Mabhukwini,2025-06-01,53,2,9,7,35,0,0,2,0,0
Mabhukwini,2025-06-08,55,3,8,6,38,0,0,0,0,0
Mabhukwini,2025-06-15,49,3,8,10,28,0,0,2,0,0
Mabhukwini,2025-06-22,63,2,9,7,45,0,0,1,0,0
Mabhukwini,2025-06-29,37,2,5,5,25,0,0,0,0,0
Mabhukwini,2025-07-06,45,2,9,9,25,0,0,0,0,0
Mabhukwini,2025-07-13,38,3,9,5,21,0,0,0,0,0
Mabhukwini,2025-07-20,56,3,12,6,35,0,0,0,0,0
Mabhukwini,2025-07-27,42,3,8,6,25,0,0,0,0,0
Mabhukwini,2025-08-03,50,2,7,6,35,0,0,0,0,0
Mabhukwini,2025-08-10,41,2,8,6,25,0,0,0,0,0
Mabhukwini,2025-08-18,60,3,8,9,40,0,0,0,0,0
Mabhukwini,2025-08-24,61,3,15,5,38,0,0,0,0,0
Mabhukwini,2025-08-31,40,2,5,7,26,0,0,0,0,0
Mabhukwini,2025-09-07,40,3,10,7,20,0,0,0,0,0
Mabhukwini,2025-09-14,52,3,12,6,31,0,0,3,0,0
Mabhukwini,2025-09-21,50,2,12,5,31,0,0,0,0,0
Mabhukwini,2025-09-28,39,2,10,3,24,0,0,4,0,0
Mabhukwini,2025-10-05,32,1,6,5,20,0,0,0,0,0
Mabhukwini,2025-10-12,61,2,10,4,45,0,0,0,0,0
Mabhukwini,2025-10-19,99,5,6,41,47,0,0,5,54,0
Mabhukwini,2025-10-26,51,3,13,7,28,0,0,0,0,0
Mabhukwini,2025-11-02,25,2,4,5,14,0,0,2,0,0
Mabhukwini,2025-11-09,39,3,8,5,23,0,0,4,0,0
Mabhukwini,2025-11-16,27,2,5,4,16,0,0,3,0,0
Mabhukwini,2025-11-23,54,2,12,5,35,0,0,3,0,0
Mabhukwini,2025-11-30,31,2,7,6,16,0,0,0,0,0
Mabhukwini,2025-12-07,30,2,7,5,16,0,0,0,0,0
Mabhukwini,2025-12-14,41,3,8,5,25,0,0,0,0,0
Mabhukwini,2025-12-21,40,2,7,8,23,0,0,6,0,0
Mabhukwini,2025-12-28,41,2,10,7,22,0,0,2,0,0
Mabhukwini,2026-01-04,32,2,8,5,17,0,0,5,0,0
Mabhukwini,2026-01-11,33,2,8,5,18,0,0,0,0,0
Mabhukwini,2026-01-18,55,2,14,10,29,0,0,4,0,0
Mabhukwini,2026-01-25,44,2,10,7,25,0,0,3,25,0
Mabhukwini,2026-02-01,35,2,9,7,17,0,0,3,0,0
Mabhukwini,2026-02-08,48,2,12,8,26,0,0,2,0,0
Mabhukwini,2026-02-15,28,2,7,4,15,0,0,2,0,0
Mabhukwini,2026-02-22,43,2,9,7,25,0,0,0,0,0
Mabhukwini,2026-03-01,41,2,9,8,22,0,0,5,0,0
Mabhukwini,2026-03-15,36,2,10,7,17,0,0,1,0,0
Mabhukwini,2026-03-22,41,2,8,9,22,0,0,0,0,0
Mabhukwini,2026-03-29,40,2,12,5,21,0,0,4,0,0
Mabhukwini,2026-04-12,40,2,8,9,21,0,0,5,0,0
Mabhukwini,2026-04-19,46,2,9,11,24,0,0,4,0,0
Mabhukwini,2026-04-26,41,3,7,9,22,0,0,5,0,0
Mabhukwini,2026-05-03,43,2,8,7,26,0,0,4,0,0
Mabhukwini,2026-05-10,31,1,7,5,18,0,0,0,0,0
Mabhukwini,2026-05-17,40,2,8,9,21,0,0,5,0,0
Mabhukwini,2026-05-24,34,2,8,5,19,0,0,0,0,0
Makhungutja,2024-02-09,109,9,12,23,65,0,0,0,0,0
Makhungutja,2024-02-16,108,10,15,17,66,0,0,0,0,0
Makhungutja,2024-05-05,50,6,4,5,35,0,0,0,0,0
Makhungutja,2024-05-19,58,3,4,12,39,0,0,0,0,0
Makhungutja,2024-05-26,58,4,6,7,41,0,0,10,0,0
Makhungutja,2024-06-02,68,7,6,11,44,0,0,0,0,0
Makhungutja,2024-06-09,60,6,6,14,34,0,0,0,0,0
Makhungutja,2024-06-16,63,6,12,10,35,0,0,0,0,0
Makhungutja,2024-06-23,75,7,12,11,45,0,0,0,0,0
Makhungutja,2024-06-30,76,8,6,12,50,0,0,0,0,0
Makhungutja,2024-07-07,91,6,7,18,60,0,0,0,0,0
Makhungutja,2024-07-14,58,3,5,8,42,0,0,0,0,0
Makhungutja,2024-07-21,58,5,6,17,30,0,0,0,0,0
Makhungutja,2024-07-28,78,9,9,10,50,0,0,0,0,0
Makhungutja,2024-08-11,84,6,9,17,52,0,0,0,0,0
Makhungutja,2024-08-18,84,6,10,16,52,0,0,0,0,0
Makhungutja,2024-08-25,86,7,6,23,50,0,0,0,0,0
Makhungutja,2024-09-01,86,6,6,14,60,0,0,0,0,0
Makhungutja,2024-09-08,100,10,20,15,55,0,0,0,0,0
Makhungutja,2024-09-15,74,3,7,12,52,0,0,0,0,0
Makhungutja,2024-09-22,88,6,10,23,49,0,0,0,0,0
Makhungutja,2024-09-29,76,4,8,14,50,3,0,21,10,0
Makhungutja,2024-10-06,83,6,10,18,49,0,0,0,0,0
Makhungutja,2024-10-13,83,6,12,15,50,0,0,0,0,0
Makhungutja,2024-10-20,91,8,10,23,50,0,0,0,0,0
Makhungutja,2024-10-27,75,8,14,18,35,0,0,0,0,0
Makhungutja,2024-11-03,114,8,16,23,67,0,0,0,0,0
Makhungutja,2024-11-10,46,6,8,10,22,0,0,0,0,0
Makhungutja,2024-11-17,49,8,6,10,25,0,0,0,0,0
Makhungutja,2024-11-24,33,9,8,12,4,0,0,0,0,0
Makhungutja,2024-12-08,90,9,16,10,55,0,0,0,0,0
Makhungutja,2024-12-15,96,10,16,12,58,0,0,0,0,0
Makhungutja,2024-12-29,102,8,16,23,55,0,0,0,0,0
Makhungutja,2025-01-05,80,5,10,7,58,0,0,0,0,0
Makhungutja,2025-01-12,82,10,12,23,37,0,0,0,0,0
Makhungutja,2025-01-19,103,12,16,18,57,0,0,0,0,0
Makhungutja,2025-01-26,104,8,16,23,57,0,0,0,0,0
Makhungutja,2025-02-09,109,9,12,23,65,0,0,0,0,0
Makhungutja,2025-02-16,108,10,15,17,66,0,0,0,0,0
Makhungutja,2025-02-23,72,3,10,8,51,0,0,0,0,0
Makhungutja,2025-03-02,72,4,16,13,39,0,0,0,0,0
Makhungutja,2025-03-09,73,6,8,14,45,0,0,0,0,0
Makhungutja,2025-03-16,51,4,4,10,33,0,0,0,0,0
Makhungutja,2025-03-23,58,7,6,9,36,0,0,0,0,0
Makhungutja,2025-03-30,40,4,5,6,25,0,0,0,0,0
Makhungutja,2025-04-06,58,6,5,7,40,0,0,0,0,0
Makhungutja,2025-04-13,76,7,15,12,42,0,0,0,0,0
Makhungutja,2025-04-27,44,2,6,8,28,0,0,0,0,0
Makhungutja,2025-05-11,58,6,8,14,30,0,0,0,0,0
Makhungutja,2025-05-18,45,4,5,5,31,0,0,0,0,0
Makhungutja,2025-05-25,61,3,6,12,40,0,0,0,0,0
Makhungutja,2025-06-01,49,3,5,10,31,0,0,0,0,0
Makhungutja,2025-06-08,67,6,10,12,39,0,0,0,0,0
Makhungutja,2025-06-15,38,4,8,5,21,0,0,0,0,0
Makhungutja,2025-06-22,46,5,5,4,32,0,0,0,0,0
Makhungutja,2025-06-29,72,6,8,12,46,0,0,0,0,0
Makhungutja,2025-07-06,63,6,8,12,37,0,0,0,0,0
Makhungutja,2025-07-13,61,4,6,6,45,0,0,0,0,0
Makhungutja,2025-07-20,84,7,10,12,55,0,0,0,0,0
Makhungutja,2025-07-27,73,6,10,12,45,0,0,0,0,0
Makhungutja,2025-08-03,48,3,6,5,34,0,0,0,0,0
Makhungutja,2025-08-18,65,3,4,12,46,0,0,0,0,0
Makhungutja,2025-08-24,53,5,7,8,33,0,0,0,0,0
Makhungutja,2025-08-31,63,3,8,9,43,0,0,0,0,0
Makhungutja,2025-09-07,83,5,8,13,57,0,0,0,0,0
Makhungutja,2025-09-14,59,2,6,13,38,0,0,0,0,0
Makhungutja,2025-09-21,66,3,7,13,43,0,0,0,0,0
Makhungutja,2025-09-28,74,4,6,8,56,0,0,0,0,0
Makhungutja,2025-10-05,51,3,7,5,36,0,0,0,0,0
Makhungutja,2025-10-12,71,4,8,11,48,0,0,0,0,0
Makhungutja,2025-10-19,59,4,6,8,41,0,0,0,0,0
Makhungutja,2025-10-26,69,3,5,11,50,0,0,0,0,0
Makhungutja,2025-11-02,71,4,8,9,50,0,0,0,0,0
Makhungutja,2025-11-09,78,6,8,13,51,0,0,0,0,0
Makhungutja,2025-11-16,19,1,4,5,9,0,0,0,0,0
Makhungutja,2025-11-30,61,3,13,7,38,0,0,0,0,0
Makhungutja,2025-12-14,36,2,7,5,22,0,0,0,0,0
Makhungutja,2025-12-21,76,3,11,8,54,0,0,0,0,0
Makhungutja,2025-12-28,43,2,13,10,18,0,0,3,0,0
Makhungutja,2026-01-04,63,5,12,23,23,0,0,5,0,0
Makhungutja,2026-01-11,48,7,6,12,23,0,0,3,0,0
Makhungutja,2026-01-18,50,3,10,7,30,0,0,4,0,0
Makhungutja,2026-01-25,45,3,8,2,32,0,0,11,0,0
Makhungutja,2026-02-01,49,3,11,8,27,0,0,2,96,0
Makhungutja,2026-02-08,72,2,8,12,50,0,0,4,0,0
Makhungutja,2026-02-15,85,8,10,19,48,0,0,5,0,0
Makhungutja,2026-02-22,67,2,7,8,50,0,0,3,0,0
Makhungutja,2026-03-01,49,3,7,11,28,0,0,4,0,0
Makhungutja,2026-03-08,33,5,2,6,20,0,0,3,0,0
Makhungutja,2026-03-15,71,3,7,14,47,0,0,4,0,0
Makhungutja,2026-03-22,48,4,8,9,27,0,0,2,0,0
Makhungutja,2026-03-29,37,4,6,10,17,0,0,1,0,0
Makhungutja,2026-04-12,45,3,4,13,25,0,0,5,0,0
Makhungutja,2026-04-26,66,5,7,14,40,0,0,5,0,0
Makhungutja,2026-05-03,54,3,5,17,29,0,0,2,0,0
Makhungutja,2026-05-10,69,3,10,20,36,0,0,3,0,0
Makhungutja,2026-05-17,56,4,10,12,30,0,0,0,0,0
Makhungutja,2026-05-24,47,1,7,6,33,0,0,6,0,0
Mangcongco,2021-11-07,41,4,3,6,28,0,0,0,0,0
Mangcongco,2021-11-14,32,3,4,4,21,0,0,0,0,0
Mangcongco,2021-11-21,26,2,4,6,14,0,0,0,0,0
Mangcongco,2021-11-28,26,2,4,6,14,0,0,0,0,0
Mangcongco,2021-12-05,42,3,7,8,24,0,0,0,0,0
Mangcongco,2021-12-12,87,2,5,20,60,0,0,0,0,0
Mangcongco,2021-12-19,65,0,4,10,51,0,0,0,0,0
Mangcongco,2022-01-01,41,4,6,17,14,0,0,0,0,0
Mangcongco,2022-01-02,34,1,3,5,25,0,0,0,12,0
Mangcongco,2022-01-08,36,2,4,11,19,0,0,0,0,0
Mangcongco,2022-01-09,37,2,3,10,22,0,0,0,7,0
Mangcongco,2022-01-15,37,1,3,10,23,0,0,0,0,0
Mangcongco,2022-01-16,40,2,3,12,23,0,0,0,11,0
Mangcongco,2022-01-22,48,2,7,17,22,0,0,0,15,0
Mangcongco,2022-01-23,50,3,5,14,28,0,0,6,10,0
Mangcongco,2022-01-29,27,2,2,8,15,0,0,0,0,0
Mangcongco,2022-01-30,48,2,7,13,26,0,0,0,11,0
Mangcongco,2022-02-05,38,3,3,12,20,0,0,0,0,0
Mangcongco,2022-02-12,27,1,2,8,16,0,0,0,0,0
Mangcongco,2022-02-13,58,1,3,40,14,0,0,0,0,0
Mangcongco,2022-02-20,61,2,3,42,14,0,0,0,0,0
Mangcongco,2022-02-26,20,1,2,5,12,0,0,0,0,0
Mangcongco,2022-02-27,56,4,6,8,38,0,0,0,0,0
Mangcongco,2022-03-05,19,1,3,4,11,0,0,0,0,0
Mangcongco,2022-03-06,40,3,5,7,25,0,0,2,12,33
Mangcongco,2022-03-12,28,2,4,8,14,0,0,0,0,0
Mangcongco,2022-03-13,63,6,10,12,35,0,0,0,0,33
Mangcongco,2022-03-19,40,1,3,9,27,0,0,0,0,0
Mangcongco,2022-03-20,60,3,7,20,30,0,0,0,4,33
Mangcongco,2022-03-26,37,2,3,9,23,0,0,0,0,0
Mangcongco,2022-03-27,71,8,12,18,33,0,0,0,0,33
Mangcongco,2022-04-02,28,2,3,7,16,0,0,0,0,0
Mangcongco,2022-04-03,38,2,6,12,18,0,0,0,0,0
Mangcongco,2022-04-09,57,3,7,16,31,0,0,0,0,0
Mangcongco,2022-04-16,31,3,5,8,15,0,0,0,0,0
Mangcongco,2022-04-23,53,3,7,16,27,0,0,0,0,0
Mangcongco,2022-04-24,55,3,7,30,15,0,0,0,0,0
Mangcongco,2022-04-30,32,2,4,16,10,0,0,0,0,0
Mangcongco,2022-05-01,48,4,8,8,28,0,0,0,0,0
Mangcongco,2022-05-08,64,5,7,12,40,0,0,0,0,0
Mangcongco,2022-05-15,55,2,5,12,36,0,0,0,0,0
Mangcongco,2022-05-22,55,2,5,12,36,0,0,0,0,0
Mangcongco,2022-05-29,60,3,6,12,39,0,0,0,0,0
Mangcongco,2022-06-05,74,6,6,20,42,0,0,0,0,0
Mangcongco,2022-06-12,40,3,5,12,20,0,0,0,0,0
Mangcongco,2022-06-19,35,1,3,10,21,0,0,0,0,0
Mangcongco,2022-06-26,41,1,2,15,23,0,0,0,0,0
Mangcongco,2022-07-02,48,1,5,11,31,0,0,0,0,0
Mangcongco,2022-07-03,45,2,4,12,27,0,0,0,0,0
Mangcongco,2022-07-09,31,2,3,9,17,0,0,0,0,0
Mangcongco,2022-07-16,34,2,4,13,15,0,0,0,0,0
Mangcongco,2022-07-17,49,2,8,10,29,0,0,0,0,0
Mangcongco,2022-07-23,32,2,2,10,18,0,0,0,0,0
Mangcongco,2022-07-24,46,1,4,11,30,0,0,0,0,0
Mangcongco,2022-07-30,28,3,2,13,10,0,0,0,0,0
Mangcongco,2022-07-31,40,2,3,9,26,0,0,0,0,0
Mangcongco,2022-08-06,34,2,4,13,15,0,0,0,0,0
Mangcongco,2022-08-07,44,2,4,10,28,0,0,0,0,0
Mangcongco,2022-08-13,32,2,2,10,18,0,0,0,0,0
Mangcongco,2022-08-14,46,2,3,14,27,0,0,0,0,0
Mangcongco,2022-08-20,41,2,3,13,23,0,0,0,0,0
Mangcongco,2022-08-21,39,2,4,8,25,0,0,0,0,0
Mangcongco,2022-08-27,28,1,3,15,9,0,0,0,0,0
Mangcongco,2022-08-28,38,2,6,7,23,0,0,0,0,0
Mangcongco,2022-09-04,42,2,5,8,27,0,0,0,0,0
Mangcongco,2022-09-11,41,2,2,14,23,0,0,0,0,0
Mangcongco,2022-09-18,29,3,8,8,10,0,0,0,0,0
Mangcongco,2022-09-25,47,3,3,11,30,0,0,0,0,0
Mangcongco,2022-10-02,27,2,1,6,18,0,0,0,0,0
Mangcongco,2022-10-09,50,1,3,19,27,0,0,0,0,0
Mangcongco,2022-10-16,43,2,5,7,29,0,0,0,0,0
Mangcongco,2022-10-23,49,2,3,16,28,0,0,0,0,0
Mangcongco,2022-10-30,47,2,4,12,29,0,0,0,0,0
Mangcongco,2022-11-06,45,3,3,8,31,0,0,0,0,0
Mangcongco,2022-11-13,32,2,3,4,23,0,0,0,0,0
Mangcongco,2022-11-20,28,2,3,13,10,0,0,0,0,0
Mangcongco,2022-11-27,17,3,1,6,7,0,0,0,0,0
Mangcongco,2022-12-11,29,1,11,7,10,0,0,0,0,0
Mangcongco,2022-12-18,29,1,4,9,15,0,0,0,0,0
Mangcongco,2022-12-25,51,4,7,20,20,0,0,0,0,0
Mangcongco,2023-01-01,41,4,6,17,14,0,0,0,0,0
Mangcongco,2023-01-08,36,2,4,11,19,0,0,0,0,0
Mangcongco,2023-01-15,37,1,3,10,23,0,0,0,0,0
Mangcongco,2023-01-22,48,2,7,17,22,0,0,0,15,0
Mangcongco,2023-01-29,27,2,2,8,15,0,0,0,0,0
Mangcongco,2023-02-05,38,3,3,12,20,0,0,0,0,0
Mangcongco,2023-02-12,27,1,2,8,16,0,0,0,0,0
Mangcongco,2023-02-26,20,1,2,5,12,0,0,0,0,0
Mangcongco,2023-03-05,19,1,3,4,11,0,0,0,0,0
Mangcongco,2023-03-12,28,2,4,8,14,0,0,0,0,0
Mangcongco,2023-03-19,40,1,3,9,27,0,0,0,0,0
Mangcongco,2023-03-26,37,2,3,9,23,0,0,0,0,0
Mangcongco,2023-04-02,28,2,3,7,16,0,0,0,0,0
Mangcongco,2023-04-09,57,3,7,16,31,0,0,0,0,0
Mangcongco,2023-04-16,31,3,5,8,15,0,0,0,0,0
Mangcongco,2023-04-23,53,3,7,16,27,0,0,0,0,0
Mangcongco,2023-04-30,32,2,4,16,10,0,0,0,0,0
Mangcongco,2023-05-07,20,1,3,5,11,0,0,0,0,0
Mangcongco,2023-05-14,17,1,2,4,10,0,0,0,0,0
Mangcongco,2023-05-21,27,2,3,7,15,0,0,0,0,0
Mangcongco,2023-05-28,18,1,2,6,9,0,0,0,0,0
Mangcongco,2023-06-04,22,2,3,7,10,0,0,0,0,0
Mangcongco,2023-06-18,26,1,3,9,13,0,0,0,0,0
Mangcongco,2023-06-25,25,1,2,8,14,0,0,0,0,0
Mangcongco,2023-07-02,48,1,5,11,31,0,0,0,0,0
Mangcongco,2023-07-09,31,2,3,9,17,0,0,0,0,0
Mangcongco,2023-07-16,49,3,4,13,29,0,0,0,0,0
Mangcongco,2023-07-23,28,2,1,10,15,0,0,0,0,0
Mangcongco,2023-07-30,28,3,2,13,10,0,0,0,0,0
Mangcongco,2023-08-06,34,2,4,13,15,0,0,0,0,0
Mangcongco,2023-08-13,32,2,2,10,18,0,0,0,0,0
Mangcongco,2023-08-20,41,2,3,13,23,0,0,0,0,0
Mangcongco,2023-08-27,28,1,3,15,9,0,0,0,0,0
Mangcongco,2023-09-03,32,1,5,16,10,0,0,1,0,0
Mangcongco,2023-09-10,45,1,4,16,24,0,0,0,0,0
Mangcongco,2023-09-24,34,2,3,13,16,0,0,0,0,0
Mangcongco,2023-10-01,30,2,3,13,12,0,0,0,0,0
Mangcongco,2023-10-08,22,1,3,6,12,0,0,0,0,0
Mangcongco,2023-10-15,40,1,3,13,23,0,0,0,0,0
Mangcongco,2023-10-22,37,2,3,14,18,0,0,0,0,0
Mangcongco,2023-10-29,25,1,2,8,14,0,0,0,0,0
Mangcongco,2023-11-05,35,2,3,14,16,0,0,2,0,0
Mangcongco,2023-11-12,49,3,5,17,24,0,0,0,0,0
Mangcongco,2023-11-19,46,2,4,16,24,0,0,0,0,0
Mangcongco,2023-11-26,48,2,6,17,23,0,0,1,0,0
Mangcongco,2023-12-10,37,1,4,13,19,0,0,0,0,0
Mangcongco,2023-12-17,34,1,5,11,17,0,0,0,0,0
Mangcongco,2023-12-24,49,3,5,17,24,0,0,0,0,0
Mangcongco,2023-12-31,70,5,12,19,34,0,0,0,0,0
Mangcongco,2024-01-07,44,3,3,15,23,0,0,0,0,0
Mangcongco,2024-01-14,42,2,3,14,23,0,0,0,0,0
Mangcongco,2024-01-21,70,3,11,20,36,0,0,4,0,0
Mangcongco,2024-01-28,60,4,9,15,32,0,0,0,20,0
Mangcongco,2024-02-02,54,2,7,17,28,0,0,4,0,0
Mangcongco,2024-02-04,44,2,7,14,21,0,0,0,0,0
Mangcongco,2024-02-09,47,1,3,17,26,0,0,6,0,0
Mangcongco,2024-02-11,45,2,4,16,23,0,0,0,0,0
Mangcongco,2024-02-16,43,2,5,15,21,0,0,5,0,0
Mangcongco,2024-02-18,42,2,5,14,21,0,0,0,0,0
Mangcongco,2024-02-25,56,1,5,23,27,0,0,0,0,0
Mangcongco,2024-03-03,46,2,4,16,24,0,0,0,0,0
Mangcongco,2024-03-10,49,2,6,17,24,0,0,0,0,0
Mangcongco,2024-03-17,46,2,5,14,25,0,0,0,0,0
Mangcongco,2024-03-24,49,2,6,16,25,0,0,0,0,0
Mangcongco,2024-03-31,46,3,6,14,23,0,0,0,0,0
Mangcongco,2024-04-07,23,2,4,5,12,0,0,0,0,0
Mangcongco,2024-04-14,49,2,5,15,27,0,0,3,0,0
Mangcongco,2024-04-21,49,3,6,15,25,0,0,0,0,0
Mangcongco,2024-04-28,37,2,4,17,14,0,0,0,0,0
Mangcongco,2024-05-05,36,2,5,17,12,0,0,0,0,0
Mangcongco,2024-05-12,32,2,6,10,14,0,0,3,0,0
Mangcongco,2024-05-19,48,3,6,16,23,0,0,0,0,0
Mangcongco,2024-05-26,48,2,5,15,26,0,0,2,0,0
Mangcongco,2024-06-02,51,2,5,16,28,0,0,5,0,0
Mangcongco,2024-06-09,52,1,6,16,29,0,0,6,0,0
Mangcongco,2024-06-16,54,1,6,17,30,0,0,0,0,0
Mangcongco,2024-06-30,43,2,4,14,23,0,0,0,0,0
Mangcongco,2024-07-07,57,2,6,20,29,0,0,2,0,0
Mangcongco,2024-07-14,52,2,7,17,26,0,0,0,0,0
Mangcongco,2024-07-21,58,3,7,17,31,0,0,2,0,0
Mangcongco,2024-07-28,54,8,2,17,27,0,0,2,30,0
Mangcongco,2024-08-04,65,2,8,18,37,0,0,2,0,0
Mangcongco,2024-08-11,64,2,5,24,33,0,0,3,0,0
Mangcongco,2024-08-18,65,2,6,25,32,0,0,2,0,0
Mangcongco,2024-08-25,62,2,7,23,30,0,0,3,0,0
Mangcongco,2024-09-01,50,1,6,24,19,0,0,1,0,0
Mangcongco,2024-09-08,60,2,6,21,31,0,0,2,0,0
Mangcongco,2024-09-15,50,2,5,20,23,0,0,2,320,0
Mangcongco,2024-09-22,17,1,3,8,5,0,0,3,0,0
Mangcongco,2024-09-29,51,1,4,17,29,0,0,4,0,0
Mangcongco,2024-10-06,53,2,5,19,27,0,0,2,0,0
Mangcongco,2024-10-13,52,2,6,18,26,0,0,3,0,0
Mangcongco,2024-10-20,43,1,5,23,14,0,0,4,0,0
Mangcongco,2024-10-27,62,2,5,19,36,0,0,4,0,0
Mangcongco,2024-11-03,47,2,7,23,15,0,0,3,0,0
Mangcongco,2024-11-10,50,2,7,25,16,0,0,4,0,0
Mangcongco,2024-11-17,61,2,8,17,34,0,0,3,0,0
Mangcongco,2024-11-24,56,2,6,18,30,0,0,2,0,0
Mangcongco,2024-12-08,59,2,6,14,37,0,0,4,0,0
Mangcongco,2024-12-15,44,2,5,14,23,0,0,3,0,0
Mangcongco,2024-12-22,49,2,4,16,27,0,0,3,0,0
Mangcongco,2024-12-29,46,2,6,24,14,0,0,3,0,0
Mangcongco,2025-01-05,49,1,4,18,26,0,0,4,0,0
Mangcongco,2025-01-12,51,1,6,17,27,0,0,4,0,0
Mangcongco,2025-01-19,55,1,7,20,27,0,0,2,0,0
Mangcongco,2025-01-26,56,1,6,17,32,0,0,2,0,0
Mangcongco,2025-02-02,54,2,7,17,28,0,0,4,0,0
Mangcongco,2025-02-09,47,1,3,17,26,0,0,6,0,0
Mangcongco,2025-02-16,43,2,5,15,21,0,0,5,0,0
Mangcongco,2025-02-23,57,1,5,18,33,0,0,4,0,0
Mangcongco,2025-03-09,55,2,6,17,30,0,0,3,0,0
Mangcongco,2025-03-16,52,2,5,18,27,0,0,4,0,0
Mangcongco,2025-03-23,158,2,12,24,120,0,0,3,0,0
Mangcongco,2025-03-30,63,1,6,20,36,0,0,3,0,0
Mangcongco,2025-04-06,57,2,5,20,30,0,0,2,0,0
Mangcongco,2025-04-13,63,2,5,20,36,0,0,3,0,0
Mangcongco,2025-04-20,163,11,25,57,70,0,0,2,0,0
Mangcongco,2025-04-27,42,2,4,16,20,0,0,2,0,0
Mangcongco,2025-05-04,45,2,5,18,20,0,0,2,0,0
Mangcongco,2025-05-11,69,3,7,24,35,0,0,3,0,0
Mangcongco,2025-05-18,50,2,4,17,27,0,0,2,20,0
Mangcongco,2025-05-25,60,1,5,17,37,0,0,2,0,0
Mangcongco,2025-06-01,47,1,5,16,25,0,0,2,0,0
Mangcongco,2025-06-08,55,2,6,17,30,0,0,2,0,0
Mangcongco,2025-06-15,50,2,5,20,23,0,0,2,0,0
Mangcongco,2025-06-22,44,2,5,20,17,0,0,2,0,0
Mangcongco,2025-06-29,51,2,6,16,27,0,0,2,0,0
Mangcongco,2025-07-06,40,2,5,10,23,0,0,2,0,0
Mangcongco,2025-07-13,45,2,3,17,23,0,0,3,0,0
Mangcongco,2025-07-20,50,2,5,17,26,0,0,2,0,0
Mangcongco,2025-07-27,48,2,5,14,27,0,0,2,0,0
